210315058,,,,,,Max,210315058,,,,0,
93682660,,,,0,,Min,0,,,0,2,2
73633771,,,,,,Average,1185560.294,,<1k,1.00E+03,71,69
37165537,,,,,,stdev/2,5347067.49,,1-10k,1.00E+04,153,82
28988880,,,,,,,,,10-100k,1.00E+05,346,193
10675589,,,,,,,,,100k-1M,1.00E+06,488,142
10649665,,,,,,,,,1-10M,1.00E+07,524,36
8451399,,,,,,,,,10-100M,1.00E+08,530,6
8069399,,,,,,,,,100M-1B,1.00E+09,531,1
7445345,,,,,,,,,1-10B,1.00E+10,531,0
5378606,,,,,,,,,,,,
5378606,,,,,,,,,,,,
4767126,,,,,,,,,,,,
4619884,,,,,,,,,,,,
4359393,,,,,,,,,,,,
4359389,,,,,,,,,,,,
4321529,,,,,,,,,,,,
3766093,,,,,,,,,,,,
3647606,,,,,,,,,,,,
2666849,,,,,,,,,,,,
2528792,,,,,,,,,,,,
2347856,,,,,,,,,,,,
2176887,,,,,,,,,,,,
2137328,,,,,,,,,,,,
1962478,,,,,,,,,,,,
1944779,,,,,,,,,,,,
1891547,,,,,,,,,,,,
1848587,,,,,,,,,,,,
1745385,,,,,,,,,,,,
1701559,,,,,,,,,,,,
1649904,,,,,,,,,,,,
1614010,,,,,,,,,,,,
1541629,,,,,,,,,,,,
1384016,,,,,,,,,,,,
1332411,,,,,,,,,,,,
1307590,,,,,,,,,,,,
1303576,,,,,,,,,,,,
1251665,,,,,,,,,,,,
1179471,,,,,,,,,,,,
1073068,,,,,,,,,,,,
1071680,,,,,,,,,,,,
1048915,,,,,,,,,,,,
1048913,,,,,,,,,,,,
995667,,,,,,,,,,,,
986551,,,,,,,,,,,,
982594,,,,,,,,,,,,
982591,,,,,,,,,,,,
965992,,,,,,,,,,,,
949990,,,,,,,,,,,,
939523,,,,,,,,,,,,
915527,,,,,,,,,,,,
904354,,,,,,,,,,,,
884230,,,,,,,,,,,,
882417,,,,,,,,,,,,
872114,,,,,,,,,,,,
866558,,,,,,,,,,,,
858792,,,,,,,,,,,,
853126,,,,,,,,,,,,
833636,,,,,,,,,,,,
825488,,,,,,,,,,,,
825487,,,,,,,,,,,,
813799,,,,,,,,,,,,
813799,,,,,,,,,,,,
783460,,,,,,,,,,,,
745895,,,,,,,,,,,,
707724,,,,,,,,,,,,
697955,,,,,,,,,,,,
674228,,,,,,,,,,,,
673950,,,,,,,,,,,,
667318,,,,,,,,,,,,
648748,,,,,,,,,,,,
637028,,,,,,,,,,,,
633157,,,,,,,,,,,,
628038,,,,,,,,,,,,
612598,,,,,,,,,,,,
596395,,,,,,,,,,,,
595516,,,,,,,,,,,,
590644,,,,,,,,,,,,
579755,,,,,,,,,,,,
574942,,,,,,,,,,,,
559324,,,,,,,,,,,,
555668,,,,,,,,,,,,
541422,,,,,,,,,,,,
536742,,,,,,,,,,,,
508222,,,,,,,,,,,,
455934,,,,,,,,,,,,
450309,,,,,,,,,,,,
450309,,,,,,,,,,,,
439473,,,,,,,,,,,,
434539,,,,,,,,,,,,
434539,,,,,,,,,,,,
390370,,,,,,,,,,,,
387978,,,,,,,,,,,,
376764,,,,,,,,,,,,
364651,,,,,,,,,,,,
362587,,,,,,,,,,,,
354084,,,,,,,,,,,,
354083,,,,,,,,,,,,
345282,,,,,,,,,,,,
331797,,,,,,,,,,,,
327780,,,,,,,,,,,,
326263,,,,,,,,,,,,
323687,,,,,,,,,,,,
292099,,,,,,,,,,,,
288612,,,,,,,,,,,,
272894,,,,,,,,,,,,
263511,,,,,,,,,,,,
245712,,,,,,,,,,,,
243471,,,,,,,,,,,,
240993,,,,,,,,,,,,
240691,,,,,,,,,,,,
235485,,,,,,,,,,,,
235044,,,,,,,,,,,,
233143,,,,,,,,,,,,
227542,,,,,,,,,,,,
225539,,,,,,,,,,,,
223486,,,,,,,,,,,,
220587,,,,,,,,,,,,
220587,,,,,,,,,,,,
215786,,,,,,,,,,,,
215737,,,,,,,,,,,,
214768,,,,,,,,,,,,
214038,,,,,,,,,,,,
212363,,,,,,,,,,,,
212217,,,,,,,,,,,,
210270,,,,,,,,,,,,
209578,,,,,,,,,,,,
209216,,,,,,,,,,,,
203041,,,,,,,,,,,,
200485,,,,,,,,,,,,
194835,,,,,,,,,,,,
193386,,,,,,,,,,,,
188603,,,,,,,,,,,,
176053,,,,,,,,,,,,
175614,,,,,,,,,,,,
174908,,,,,,,,,,,,
174518,,,,,,,,,,,,
167580,,,,,,,,,,,,
167580,,,,,,,,,,,,
164208,,,,,,,,,,,,
160304,,,,,,,,,,,,
160064,,,,,,,,,,,,
156991,,,,,,,,,,,,
156962,,,,,,,,,,,,
156655,,,,,,,,,,,,
155329,,,,,,,,,,,,
155329,,,,,,,,,,,,
153264,,,,,,,,,,,,
150096,,,,,,,,,,,,
138362,,,,,,,,,,,,
138153,,,,,,,,,,,,
137522,,,,,,,,,,,,
136997,,,,,,,,,,,,
136214,,,,,,,,,,,,
132734,,,,,,,,,,,,
132453,,,,,,,,,,,,
132304,,,,,,,,,,,,
130772,,,,,,,,,,,,
130772,,,,,,,,,,,,
129911,,,,,,,,,,,,
129072,,,,,,,,,,,,
129072,,,,,,,,,,,,
128197,,,,,,,,,,,,
128090,,,,,,,,,,,,
126780,,,,,,,,,,,,
126430,,,,,,,,,,,,
125297,,,,,,,,,,,,
122042,,,,,,,,,,,,
122038,,,,,,,,,,,,
119748,,,,,,,,,,,,
119538,,,,,,,,,,,,
119538,,,,,,,,,,,,
112469,,,,,,,,,,,,
111376,,,,,,,,,,,,
111287,,,,,,,,,,,,
111196,,,,,,,,,,,,
111086,,,,,,,,,,,,
110677,,,,,,,,,,,,
110205,,,,,,,,,,,,
108430,,,,,,,,,,,,
107156,,,,,,,,,,,,
105492,,,,,,,,,,,,
104859,,,,,,,,,,,,
102536,,,,,,,,,,,,
101835,,,,,,,,,,,,
97241,,,,,,,,,,,,
97226,,,,,,,,,,,,
95647,,,,,,,,,,,,
94625,,,,,,,,,,,,
94625,,,,,,,,,,,,
92878,,,,,,,,,,,,
88463,,,,,,,,,,,,
88463,,,,,,,,,,,,
87492,,,,,,,,,,,,
86689,,,,,,,,,,,,
85289,,,,,,,,,,,,
81205,,,,,,,,,,,,
79723,,,,,,,,,,,,
78928,,,,,,,,,,,,
77977,,,,,,,,,,,,
77977,,,,,,,,,,,,
76465,,,,,,,,,,,,
76274,,,,,,,,,,,,
75965,,,,,,,,,,,,
75964,,,,,,,,,,,,
74239,,,,,,,,,,,,
74188,,,,,,,,,,,,
73113,,,,,,,,,,,,
72685,,,,,,,,,,,,
72292,,,,,,,,,,,,
72292,,,,,,,,,,,,
72166,,,,,,,,,,,,
71491,,,,,,,,,,,,
70598,,,,,,,,,,,,
69162,,,,,,,,,,,,
67882,,,,,,,,,,,,
67207,,,,,,,,,,,,
66233,,,,,,,,,,,,
65215,,,,,,,,,,,,
64322,,,,,,,,,,,,
64253,,,,,,,,,,,,
63980,,,,,,,,,,,,
63478,,,,,,,,,,,,
63280,,,,,,,,,,,,
62754,,,,,,,,,,,,
62297,,,,,,,,,,,,
61470,,,,,,,,,,,,
59495,,,,,,,,,,,,
59256,,,,,,,,,,,,
58728,,,,,,,,,,,,
58443,,,,,,,,,,,,
57932,,,,,,,,,,,,
56404,,,,,,,,,,,,
56286,,,,,,,,,,,,
56241,,,,,,,,,,,,
54557,,,,,,,,,,,,
54503,,,,,,,,,,,,
54254,,,,,,,,,,,,
52938,,,,,,,,,,,,
51372,,,,,,,,,,,,
50377,,,,,,,,,,,,
49985,,,,,,,,,,,,
49562,,,,,,,,,,,,
49508,,,,,,,,,,,,
48504,,,,,,,,,,,,
48207,,,,,,,,,,,,
46978,,,,,,,,,,,,
46833,,,,,,,,,,,,
46717,,,,,,,,,,,,
46649,,,,,,,,,,,,
46459,,,,,,,,,,,,
46002,,,,,,,,,,,,
44388,,,,,,,,,,,,
44367,,,,,,,,,,,,
44350,,,,,,,,,,,,
44292,,,,,,,,,,,,
43385,,,,,,,,,,,,
40078,,,,,,,,,,,,
39846,,,,,,,,,,,,
39471,,,,,,,,,,,,
39062,,,,,,,,,,,,
38924,,,,,,,,,,,,
38348,,,,,,,,,,,,
37202,,,,,,,,,,,,
36674,,,,,,,,,,,,
36547,,,,,,,,,,,,
36406,,,,,,,,,,,,
34962,,,,,,,,,,,,
34870,,,,,,,,,,,,
34773,,,,,,,,,,,,
33325,,,,,,,,,,,,
33286,,,,,,,,,,,,
33089,,,,,,,,,,,,
32870,,,,,,,,,,,,
32870,,,,,,,,,,,,
32824,,,,,,,,,,,,
32611,,,,,,,,,,,,
31326,,,,,,,,,,,,
31079,,,,,,,,,,,,
30774,,,,,,,,,,,,
30339,,,,,,,,,,,,
30339,,,,,,,,,,,,
30026,,,,,,,,,,,,
30010,,,,,,,,,,,,
29869,,,,,,,,,,,,
29494,,,,,,,,,,,,
28927,,,,,,,,,,,,
28342,,,,,,,,,,,,
28091,,,,,,,,,,,,
27469,,,,,,,,,,,,
27097,,,,,,,,,,,,
27097,,,,,,,,,,,,
26587,,,,,,,,,,,,
25833,,,,,,,,,,,,
25635,,,,,,,,,,,,
25408,,,,,,,,,,,,
25335,,,,,,,,,,,,
25267,,,,,,,,,,,,
25267,,,,,,,,,,,,
25059,,,,,,,,,,,,
25012,,,,,,,,,,,,
24684,,,,,,,,,,,,
24457,,,,,,,,,,,,
24406,,,,,,,,,,,,
24369,,,,,,,,,,,,
24203,,,,,,,,,,,,
22995,,,,,,,,,,,,
22770,,,,,,,,,,,,
22704,,,,,,,,,,,,
22305,,,,,,,,,,,,
21980,,,,,,,,,,,,
21980,,,,,,,,,,,,
21888,,,,,,,,,,,,
21785,,,,,,,,,,,,
21604,,,,,,,,,,,,
21489,,,,,,,,,,,,
21420,,,,,,,,,,,,
20914,,,,,,,,,,,,
20366,,,,,,,,,,,,
19945,,,,,,,,,,,,
19945,,,,,,,,,,,,
19777,,,,,,,,,,,,
19565,,,,,,,,,,,,
19515,,,,,,,,,,,,
19466,,,,,,,,,,,,
18420,,,,,,,,,,,,
18025,,,,,,,,,,,,
17624,,,,,,,,,,,,
17326,,,,,,,,,,,,
17297,,,,,,,,,,,,
17257,,,,,,,,,,,,
17209,,,,,,,,,,,,
17175,,,,,,,,,,,,
16586,,,,,,,,,,,,
16399,,,,,,,,,,,,
16222,,,,,,,,,,,,
15903,,,,,,,,,,,,
15776,,,,,,,,,,,,
15751,,,,,,,,,,,,
15437,,,,,,,,,,,,
15191,,,,,,,,,,,,
14838,,,,,,,,,,,,
14491,,,,,,,,,,,,
14414,,,,,,,,,,,,
14286,,,,,,,,,,,,
14214,,,,,,,,,,,,
13996,,,,,,,,,,,,
13862,,,,,,,,,,,,
13804,,,,,,,,,,,,
13798,,,,,,,,,,,,
13645,,,,,,,,,,,,
13633,,,,,,,,,,,,
13527,,,,,,,,,,,,
13386,,,,,,,,,,,,
13352,,,,,,,,,,,,
13148,,,,,,,,,,,,
13081,,,,,,,,,,,,
13057,,,,,,,,,,,,
12936,,,,,,,,,,,,
12899,,,,,,,,,,,,
12899,,,,,,,,,,,,
12732,,,,,,,,,,,,
12685,,,,,,,,,,,,
12128,,,,,,,,,,,,
12087,,,,,,,,,,,,
11829,,,,,,,,,,,,
11730,,,,,,,,,,,,
11648,,,,,,,,,,,,
11648,,,,,,,,,,,,
11555,,,,,,,,,,,,
11488,,,,,,,,,,,,
10631,,,,,,,,,,,,
10631,,,,,,,,,,,,
10629,,,,,,,,,,,,
10629,,,,,,,,,,,,
10377,,,,,,,,,,,,
10183,,,,,,,,,,,,
10108,,,,,,,,,,,,
9743,,,,,,,,,,,,
8483,,,,,,,,,,,,
8320,,,,,,,,,,,,
7676,,,,,,,,,,,,
7659,,,,,,,,,,,,
7652,,,,,,,,,,,,
7384,,,,,,,,,,,,
7314,,,,,,,,,,,,
6861,,,,,,,,,,,,
6212,,,,,,,,,,,,
6046,,,,,,,,,,,,
6046,,,,,,,,,,,,
6042,,,,,,,,,,,,
5831,,,,,,,,,,,,
5625,,,,,,,,,,,,
5606,,,,,,,,,,,,
5515,,,,,,,,,,,,
5382,,,,,,,,,,,,
5316,,,,,,,,,,,,
5304,,,,,,,,,,,,
5278,,,,,,,,,,,,
4944,,,,,,,,,,,,
4722,,,,,,,,,,,,
4564,,,,,,,,,,,,
4522,,,,,,,,,,,,
4426,,,,,,,,,,,,
4239,,,,,,,,,,,,
4210,,,,,,,,,,,,
4210,,,,,,,,,,,,
4006,,,,,,,,,,,,
3710,,,,,,,,,,,,
3607,,,,,,,,,,,,
3448,,,,,,,,,,,,
3441,,,,,,,,,,,,
3380,,,,,,,,,,,,
3314,,,,,,,,,,,,
3301,,,,,,,,,,,,
3283,,,,,,,,,,,,
3283,,,,,,,,,,,,
3229,,,,,,,,,,,,
3224,,,,,,,,,,,,
3143,,,,,,,,,,,,
3107,,,,,,,,,,,,
3040,,,,,,,,,,,,
2914,,,,,,,,,,,,
2893,,,,,,,,,,,,
2893,,,,,,,,,,,,
2605,,,,,,,,,,,,
2516,,,,,,,,,,,,
2497,,,,,,,,,,,,
2420,,,,,,,,,,,,
2407,,,,,,,,,,,,
2376,,,,,,,,,,,,
2295,,,,,,,,,,,,
2239,,,,,,,,,,,,
2210,,,,,,,,,,,,
2035,,,,,,,,,,,,
1983,,,,,,,,,,,,
1869,,,,,,,,,,,,
1855,,,,,,,,,,,,
1835,,,,,,,,,,,,
1758,,,,,,,,,,,,
1738,,,,,,,,,,,,
1728,,,,,,,,,,,,
1563,,,,,,,,,,,,
1517,,,,,,,,,,,,
1489,,,,,,,,,,,,
1462,,,,,,,,,,,,
1458,,,,,,,,,,,,
1394,,,,,,,,,,,,
1327,,,,,,,,,,,,
1311,,,,,,,,,,,,
1283,,,,,,,,,,,,
1283,,,,,,,,,,,,
1221,,,,,,,,,,,,
1218,,,,,,,,,,,,
1163,,,,,,,,,,,,
1130,,,,,,,,,,,,
1087,,,,,,,,,,,,
1084,,,,,,,,,,,,
1078,,,,,,,,,,,,
1003,,,,,,,,,,,,
968,,,,,,,,,,,,
962,,,,,,,,,,,,
921,,,,,,,,,,,,
904,,,,,,,,,,,,
903,,,,,,,,,,,,
878,,,,,,,,,,,,
842,,,,,,,,,,,,
835,,,,,,,,,,,,
835,,,,,,,,,,,,
817,,,,,,,,,,,,
796,,,,,,,,,,,,
763,,,,,,,,,,,,
759,,,,,,,,,,,,
739,,,,,,,,,,,,
721,,,,,,,,,,,,
711,,,,,,,,,,,,
677,,,,,,,,,,,,
660,,,,,,,,,,,,
656,,,,,,,,,,,,
652,,,,,,,,,,,,
618,,,,,,,,,,,,
600,,,,,,,,,,,,
577,,,,,,,,,,,,
571,,,,,,,,,,,,
522,,,,,,,,,,,,
518,,,,,,,,,,,,
511,,,,,,,,,,,,
510,,,,,,,,,,,,
458,,,,,,,,,,,,
455,,,,,,,,,,,,
424,,,,,,,,,,,,
352,,,,,,,,,,,,
334,,,,,,,,,,,,
294,,,,,,,,,,,,
292,,,,,,,,,,,,
266,,,,,,,,,,,,
263,,,,,,,,,,,,
254,,,,,,,,,,,,
246,,,,,,,,,,,,
238,,,,,,,,,,,,
222,,,,,,,,,,,,
206,,,,,,,,,,,,
199,,,,,,,,,,,,
175,,,,,,,,,,,,
165,,,,,,,,,,,,
151,,,,,,,,,,,,
150,,,,,,,,,,,,
124,,,,,,,,,,,,
123,,,,,,,,,,,,
111,,,,,,,,,,,,
93,,,,,,,,,,,,
75,,,,,,,,,,,,
73,,,,,,,,,,,,
63,,,,,,,,,,,,
58,,,,,,,,,,,,
52,,,,,,,,,,,,
48,,,,,,,,,,,,
44,,,,,,,,,,,,
44,,,,,,,,,,,,
30,,,,,,,,,,,,
23,,,,,,,,,,,,
17,,,,,,,,,,,,
6,,,,,,,,,,,,
6,,,,,,,,,,,,
5,,,,,,,,,,,,
5,,,,,,,,,,,,
2,,,,,,,,,,,,
2,,,,,,,,,,,,
1,,,,,,,,,,,,
0,,,,,,,,,,,,
0,,,,,,,,,,,,
